Population,Working_Population,School_Attendance,Alcohol,Income_Deprived,Employment_Deprived,Illness,Mortality,Drugs,Depress,lowBW,HospEmer,NoQuals,Crime,No_heating,Glasgow
465,276,90,10,6,6,55,86,0,13,0,88,54,387,1,0
830,540,94,7,0,0,10,36,0,12,4,57,43,48,1,0
615,372,87,8,4,3,40,51,0,10,0,58,63,130,1,0
782,443,89,12,4,3,50,92,0,16,0,68,55,102,0,0
572,389,88,16,6,5,65,53,0,10,0,54,30,315,2,0
479,295,91,9,3,1,35,43,0,13,0,62,47,NA,1,0
770,504,94,7,4,2,35,101,0,9,3,65,30,39,0,0
1138,756,89,38,2,1,20,70,0,7,4,54,25,NA,0,0
1056,723,89,50,3,3,45,87,25,13,3,81,56,171,3,0
842,574,97,22,4,2,45,67,0,12,0,57,15,48,0,0
899,607,97,10,1,1,20,59,0,14,3,70,24,NA,0,0
387,251,93,35,4,4,30,34,0,12,0,58,48,155,2,0
1214,802,93,28,1,1,10,44,21,7,6,83,26,33,0,0
538,415,94,23,1,2,25,18,0,13,6,58,20,NA,0,0
731,454,91,0,3,3,35,158,0,18,5,75,68,123,2,0
704,438,97,19,2,2,25,58,46,14,5,59,29,57,0,0
630,371,92,8,4,3,45,88,205,14,0,72,38,206,0,0
724,485,86,44,3,2,30,65,0,13,8,62,35,83,2,0
499,306,92,55,4,3,45,81,0,16,6,75,46,NA,1,0
596,389,90,22,1,2,25,36,0,15,0,57,33,67,0,0
902,616,92,59,1,2,30,56,0,14,0,72,33,111,0,0
625,401,89,79,4,3,40,75,0,15,0,60,46,176,2,0
1052,688,91,83,4,4,55,66,0,14,4,86,31,105,1,0
670,432,96,0,1,0,10,18,34,9,0,73,13,NA,0,0
1201,814,87,5,1,1,10,53,18,8,0,53,24,67,1,0
489,338,98,27,1,1,20,75,0,13,0,65,30,61,1,0
816,554,92,17,2,2,20,65,0,10,6,60,40,208,0,0
884,598,91,36,2,2,45,43,0,13,0,71,47,68,1,0
862,515,92,37,3,3,45,69,36,14,5,69,57,104,2,0
736,494,94,26,1,2,25,59,0,10,5,54,41,68,1,0
638,422,86,29,1,1,20,85,0,7,2,55,29,157,0,0
440,289,95,60,3,3,45,57,0,16,8,76,46,NA,3,0
806,536,89,91,8,6,70,110,144,14,7,77,67,62,4,0
827,531,93,29,2,3,20,42,0,10,3,67,47,85,1,0
844,546,94,32,4,5,55,59,0,12,4,66,56,71,1,0
623,416,83,106,6,4,60,93,0,15,0,109,71,193,1,0
1138,767,91,37,2,1,15,87,0,12,3,61,43,88,2,0
1124,738,91,13,2,1,35,128,0,11,0,56,47,71,0,0
925,511,95,20,2,3,40,60,0,16,0,62,51,130,0,0
706,395,83,82,13,9,65,102,0,22,0,76,87,581,1,0
1006,645,89,39,2,0,5,95,24,10,5,55,36,109,0,0
1002,652,90,5,1,1,5,30,0,10,2,74,27,60,0,0
879,538,89,69,3,3,40,72,0,14,12,61,62,68,1,0
660,446,85,34,3,3,45,48,47,14,7,65,56,91,0,0
693,516,79,61,4,4,50,78,33,14,4,84,69,72,2,0
504,324,100,62,3,3,35,79,0,16,0,60,50,278,2,0
574,380,79,107,9,8,80,87,152,16,0,88,100,157,1,0
619,431,94,67,2,1,20,57,0,12,12,65,52,NA,1,0
533,328,91,37,5,5,65,65,0,15,0,59,95,NA,2,0
895,527,90,25,7,5,65,123,0,21,5,68,64,89,1,0
701,486,91,34,2,2,25,73,0,12,8,52,26,200,0,0
500,278,82,89,9,7,65,103,0,19,4,98,88,300,2,0
626,414,91,54,3,1,20,36,0,11,0,52,59,48,2,0
529,312,95,71,2,3,40,79,0,14,0,83,52,322,2,0
1053,715,89,40,3,2,30,60,0,13,0,54,31,48,1,0
989,697,92,13,3,3,40,62,0,12,4,52,47,142,4,0
453,305,88,47,1,2,25,73,133,15,8,64,59,NA,5,0
837,557,91,5,9,7,105,96,0,12,0,74,57,143,3,0
907,593,89,60,5,4,50,60,0,12,4,68,72,77,2,0
888,548,89,16,5,4,50,73,36,11,4,69,54,NA,2,0
847,564,91,16,3,3,50,82,35,9,10,65,54,NA,2,0
815,559,88,27,3,3,45,41,0,13,15,55,71,37,3,0
919,581,89,22,2,1,30,77,0,8,3,75,61,44,1,0
766,500,81,12,3,3,50,61,36,13,0,92,49,52,2,0
781,532,96,6,2,2,25,77,0,8,0,76,25,38,4,0
984,611,89,41,3,1,40,48,31,13,6,66,72,203,0,0
704,446,86,16,5,4,55,126,34,14,3,74,58,242,0,0
701,428,79,75,4,5,45,77,0,13,7,81,68,157,1,0
663,431,86,31,7,4,75,64,0,11,0,70,71,91,1,0
1077,725,92,144,2,2,30,57,0,10,3,63,43,46,1,0
986,656,86,44,2,1,25,69,23,8,2,73,35,61,0,0
441,245,90,57,12,8,65,69,159,15,0,69,100,68,3,0
611,387,84,36,2,3,30,44,0,13,0,45,59,115,3,0
540,367,77,32,5,5,60,70,0,11,14,84,90,NA,4,0
556,383,88,15,7,9,80,111,0,12,0,79,66,NA,2,0
931,623,80,82,3,1,35,89,89,8,3,65,71,NA,1,0
899,577,84,12,2,2,40,66,0,11,2,72,96,33,1,0
864,578,94,17,1,2,35,108,0,7,6,62,43,46,2,0
1290,852,89,54,3,3,40,91,0,12,4,75,57,47,2,0
862,572,90,46,3,3,40,123,0,12,13,66,75,35,7,0
1009,606,91,85,6,3,35,87,29,13,4,75,68,99,1,0
1049,615,88,31,6,6,65,129,96,16,3,78,50,143,1,0
708,406,84,16,6,6,70,53,0,17,4,76,107,254,1,0
532,339,91,0,2,2,25,28,0,10,9,57,70,226,5,0
766,514,78,47,3,4,45,97,0,14,4,74,64,52,4,0
882,585,92,61,2,3,35,59,36,9,5,74,43,57,2,0
882,526,84,56,7,5,70,70,34,14,7,74,86,91,2,0
799,503,84,38,6,4,45,86,0,12,0,65,78,63,5,0
1041,631,84,64,10,9,85,125,248,17,7,82,100,240,2,0
1033,599,84,167,9,8,60,64,32,16,5,87,112,165,1,0
800,429,93,73,5,2,45,96,49,16,5,84,66,100,1,0
850,519,80,219,15,11,90,93,68,17,14,117,109,400,2,0
687,391,65,81,17,13,85,87,101,18,16,101,159,408,1,0
568,362,79,23,11,7,75,63,0,14,6,69,84,106,2,0
1089,698,88,18,2,2,40,85,0,12,6,64,67,NA,1,0
670,409,79,7,6,5,65,31,45,11,10,68,69,NA,5,0
573,406,88,15,4,4,60,75,50,16,0,74,67,NA,3,0
950,578,82,123,13,8,80,95,30,20,8,126,136,168,0,0
967,550,91,73,5,5,50,61,0,18,0,70,91,103,0,0
655,399,78,128,10,7,60,77,0,21,0,98,134,199,2,0
733,426,79,53,9,6,70,73,0,19,4,92,87,259,1,0
866,501,83,40,6,7,70,130,0,22,3,108,122,69,0,0
504,271,89,52,2,2,15,103,0,20,0,94,102,NA,0,0
477,285,90,0,7,5,75,69,0,16,0,100,80,63,3,0
1013,603,81,18,7,6,65,140,0,17,12,76,94,178,4,0
832,486,77,131,12,9,85,94,79,20,3,92,142,120,0,0
890,473,84,26,8,6,65,124,83,22,14,82,114,191,0,0
1061,615,84,80,9,9,105,101,0,16,0,81,112,170,1,0
777,448,80,34,9,7,105,41,145,16,0,57,78,39,4,0
532,323,88,25,7,5,70,89,0,14,5,68,72,NA,3,0
761,442,84,73,8,7,65,112,43,16,6,73,119,237,1,0
635,390,74,66,12,10,105,89,0,16,8,75,120,126,0,0
963,581,78,114,14,14,120,96,30,17,0,89,120,655,1,0
717,428,84,71,13,10,95,102,0,16,3,86,120,181,1,0
620,390,74,83,10,10,80,88,184,17,6,96,100,178,1,0
826,493,75,102,18,13,125,106,185,20,6,97,161,266,1,0
979,557,90,60,6,6,60,144,73,16,0,78,106,327,1,0
965,577,84,25,10,10,95,78,0,18,11,77,141,249,0,0
740,492,84,45,13,12,100,55,0,14,6,81,115,419,2,0
876,524,80,83,14,11,100,88,64,14,8,82,126,194,1,0
620,380,86,94,9,9,80,90,0,18,3,81,134,258,2,0
749,492,81,135,10,9,80,80,82,15,12,90,104,307,1,0
774,460,82,26,10,7,80,98,0,18,9,87,94,103,2,0
1078,690,89,21,6,4,60,104,28,15,5,70,94,102,4,0
650,400,80,41,8,6,55,93,166,15,6,70,81,62,3,0
791,506,85,32,9,8,95,106,39,17,0,76,93,190,4,0
555,358,89,8,7,6,85,72,0,17,6,103,110,324,1,0
642,408,85,0,4,5,70,56,0,11,4,96,99,125,4,0
852,564,79,24,7,5,60,83,111,14,0,87,100,153,3,0
958,578,82,141,10,9,95,159,91,19,4,107,143,334,2,0
644,388,80,21,10,8,80,86,0,17,4,104,96,124,2,0
798,504,89,25,5,6,60,69,73,15,7,68,87,125,2,0
612,397,88,30,5,4,60,88,0,20,4,76,104,180,3,0
528,329,94,123,5,6,70,92,0,13,5,86,55,171,3,0
919,546,83,36,8,8,80,75,232,16,10,83,126,142,2,0
576,395,88,8,3,3,45,38,0,10,5,75,65,313,4,0
626,412,85,15,6,6,50,137,0,14,0,90,77,48,5,0
512,267,92,45,6,5,40,53,0,19,10,45,104,98,1,0
600,310,81,32,10,10,95,96,62,22,0,81,121,183,2,0
986,588,88,65,8,6,75,86,61,17,6,76,94,122,2,0
638,396,84,43,16,10,105,98,49,20,10,102,154,172,1,0
894,591,89,20,2,2,35,38,0,13,3,55,50,NA,2,0
670,459,83,19,4,2,50,60,0,9,5,61,46,75,2,0
673,414,94,88,5,5,70,80,0,19,0,88,87,104,4,0
736,505,88,18,6,5,70,63,0,14,7,58,78,150,2,0
549,346,87,16,3,3,35,68,0,14,0,72,65,146,2,0
651,450,88,51,7,4,60,78,44,13,5,65,69,231,5,0
509,330,86,40,4,5,55,114,0,15,4,82,59,59,1,0
746,463,78,64,12,10,95,110,41,21,11,108,89,161,2,0
821,516,84,68,6,4,35,101,34,12,7,78,101,292,2,0
476,304,93,64,16,13,140,96,58,18,15,86,132,168,3,0
828,556,88,62,7,6,65,43,0,15,7,79,93,72,1,0
640,434,88,51,2,1,40,69,0,12,9,52,105,109,1,0
1078,740,82,62,2,3,60,82,23,10,13,65,119,492,0,0
696,436,69,50,9,5,70,111,165,14,3,78,136,129,1,0
670,427,73,58,14,9,110,129,48,17,8,97,136,164,1,0
755,503,82,57,8,7,85,120,106,15,6,76,138,159,1,0
654,396,88,61,5,5,75,112,0,18,3,75,136,122,2,0
827,479,81,63,13,9,105,156,116,14,8,76,156,254,1,0
930,557,77,96,13,13,105,106,30,17,0,85,146,516,1,0
768,469,70,69,15,11,120,119,0,16,6,81,139,534,0,0
954,619,68,96,13,9,100,120,143,15,8,96,187,262,0,0
525,351,74,94,15,8,115,105,106,18,0,92,167,229,1,0
956,558,68,152,19,18,155,143,92,19,8,96,190,502,2,0
618,335,83,90,9,7,100,148,0,22,7,69,107,243,1,0
813,562,68,166,14,11,90,84,189,13,2,86,105,911,2,0
1090,788,56,158,24,19,135,132,289,17,8,110,164,2295,4,0
849,568,58,172,19,14,135,201,148,18,2,108,171,778,3,0
553,381,64,224,21,17,150,144,198,18,10,121,219,543,0,0
510,308,90,26,1,4,45,54,0,15,5,38,76,NA,1,0
534,359,79,0,3,3,55,71,0,10,0,65,97,150,4,0
859,585,78,74,6,5,80,87,0,12,6,86,124,163,0,0
603,346,71,24,17,10,130,94,57,20,7,85,137,100,2,0
990,617,88,9,4,3,50,48,0,15,5,68,77,30,1,0
861,514,81,46,6,7,70,82,0,11,6,65,96,93,0,0
528,361,82,25,5,5,60,69,0,14,0,54,85,322,1,0
889,575,88,0,3,3,55,98,0,13,0,62,65,68,3,0
822,549,89,7,10,7,115,66,0,12,8,60,70,97,4,0
1070,683,90,10,1,2,20,64,0,9,3,62,80,65,0,0
908,598,89,48,4,4,65,91,29,13,4,67,85,77,1,0
736,486,78,48,6,7,70,84,43,17,6,68,92,NA,1,0
871,495,82,50,15,12,110,131,268,23,2,88,157,230,1,0
703,442,79,50,6,5,70,84,94,14,0,66,113,128,4,0
810,514,87,121,7,5,70,95,0,14,4,72,124,148,1,0
503,314,88,9,3,7,90,64,0,14,5,60,112,99,5,0
522,303,88,36,9,8,95,83,0,21,13,89,89,NA,1,0
694,435,85,13,8,10,90,97,47,17,11,72,116,144,2,0
717,472,88,6,3,4,60,35,0,10,0,61,90,84,3,0
581,365,88,15,8,9,125,97,0,12,11,66,106,362,4,0
840,519,86,52,11,12,110,71,68,18,0,85,175,286,1,0
814,481,88,108,12,10,85,104,101,14,3,83,114,147,2,0
511,311,88,70,7,5,90,67,129,14,7,77,118,157,3,0
532,297,89,25,2,4,50,69,63,13,6,61,108,244,1,0
543,297,81,86,8,5,70,138,0,18,5,89,62,221,0,0
863,532,85,44,5,5,70,74,0,15,5,62,121,46,1,0
715,428,90,60,7,6,75,146,46,21,5,95,108,112,1,0
1091,727,90,5,1,1,20,31,0,10,0,43,84,NA,0,0
447,280,88,67,2,2,35,39,0,14,6,61,74,NA,0,0
672,427,74,41,18,12,130,79,39,17,10,88,160,238,2,0
781,512,72,164,16,11,140,139,249,22,4,88,182,410,1,0
1053,697,73,63,17,13,125,117,270,20,4,93,199,361,4,0
586,337,69,82,19,14,110,81,152,21,4,108,156,700,2,0
578,371,81,260,10,12,90,47,194,16,4,80,107,606,0,0
680,414,88,111,10,10,95,149,445,22,5,95,141,397,1,0
910,587,81,59,8,7,85,87,61,16,4,88,121,110,0,0
886,565,72,75,9,7,85,105,31,15,5,89,159,339,1,0
983,665,63,200,25,22,195,191,440,22,11,132,206,753,0,0
994,688,68,154,17,16,150,136,153,18,3,106,198,1651,5,0
852,480,82,106,17,13,120,106,269,22,0,115,182,564,0,0
937,566,91,0,2,2,35,46,0,14,6,50,33,85,1,0
605,356,87,54,4,6,80,66,56,17,0,92,48,182,1,0
770,460,92,18,4,4,70,81,0,18,5,83,50,52,0,0
720,443,89,13,2,3,50,75,0,14,0,75,53,83,0,0
684,441,84,33,6,7,75,90,0,15,0,87,64,439,1,0
748,477,82,30,7,8,75,76,0,15,11,77,84,214,2,0
558,342,91,8,3,2,40,105,0,16,6,51,39,NA,1,0
568,357,85,26,2,2,40,69,0,15,13,57,16,70,1,0
783,539,89,7,1,1,15,22,0,11,0,70,33,38,0,0
617,387,89,38,4,4,60,73,0,13,0,76,55,65,1,0
785,469,86,30,4,5,75,80,83,15,0,84,78,191,1,0
1050,588,89,9,4,5,55,42,0,14,0,79,59,48,1,0
660,434,93,14,9,6,110,70,0,12,0,79,52,61,5,0
673,400,97,17,2,2,30,195,0,18,7,97,61,104,0,0
701,434,91,0,2,2,40,46,0,10,0,65,22,57,1,0
824,510,86,21,5,7,85,75,0,18,13,73,107,182,4,0
870,446,87,21,8,7,70,68,0,17,10,80,51,103,1,0
756,410,93,32,5,4,70,96,46,16,0,78,49,119,1,0
692,391,92,13,5,6,60,76,0,17,10,76,51,116,1,0
543,339,93,8,4,3,45,39,0,11,0,59,33,55,0,0
541,286,89,106,5,5,60,83,0,19,8,90,53,NA,0,0
764,310,88,12,4,3,55,97,0,23,0,76,45,183,0,0
836,514,94,0,2,3,40,80,0,15,7,72,38,72,1,0
549,304,87,109,5,6,60,82,0,19,6,89,46,NA,0,0
643,353,85,210,6,6,65,76,59,17,0,93,51,47,0,0
773,398,75,79,10,7,95,72,0,21,4,108,65,194,3,0
635,339,90,46,6,6,75,78,0,20,0,99,45,63,1,0
729,463,87,25,9,6,80,59,0,22,4,74,88,96,2,0
582,361,89,175,15,10,110,80,155,20,9,97,81,120,1,0
948,612,90,20,5,4,50,38,0,15,5,65,62,95,1,0
846,502,85,145,17,14,110,132,67,20,12,103,107,213,2,0
848,493,79,46,10,11,85,83,0,19,5,88,93,212,1,0
761,408,84,55,11,7,75,88,46,21,0,91,72,408,2,0
573,337,81,124,9,8,90,88,49,18,0,77,62,244,1,0
928,510,82,67,5,6,70,108,0,17,0,79,61,205,2,0
497,281,87,26,6,8,60,84,69,19,0,68,53,181,1,0
864,506,87,38,5,5,75,107,42,21,0,65,47,197,1,0
702,351,88,47,5,5,45,48,55,16,0,48,50,86,1,0
798,467,89,33,3,3,45,67,0,16,12,71,42,NA,1,0
935,546,91,18,2,4,50,49,0,13,0,54,47,NA,1,0
731,449,90,32,5,4,65,64,0,19,0,73,41,96,1,0
658,411,82,13,4,3,45,48,0,13,0,53,80,NA,4,0
1215,952,89,14,5,2,40,41,15,8,3,70,98,66,7,0
911,526,83,33,6,5,70,114,82,15,6,75,70,242,1,0
849,548,89,11,3,3,45,39,0,14,6,55,80,NA,1,0
943,595,80,52,12,6,80,164,32,16,9,72,98,85,1,0
636,326,81,8,4,5,50,97,0,19,0,81,89,NA,0,0
658,388,88,15,6,5,55,64,0,13,3,67,98,137,0,0
636,374,78,65,21,15,120,76,49,21,10,74,122,267,2,0
974,608,73,83,24,21,150,109,337,23,3,104,143,308,1,0
925,514,93,23,4,3,50,136,0,18,0,65,69,108,0,0
731,378,87,78,6,7,45,81,0,16,0,67,62,192,1,0
836,461,93,11,7,5,85,103,243,18,7,65,74,299,0,0
1043,643,80,54,9,8,90,107,62,17,6,88,74,211,2,0
1097,668,86,85,14,11,110,92,28,20,9,81,100,264,1,0
1054,700,81,112,18,16,125,95,218,21,10,79,116,655,3,0
857,494,73,137,22,20,145,179,69,24,10,95,151,514,1,0
605,437,70,224,23,24,190,139,301,25,10,127,175,1488,2,0
820,537,77,78,19,13,120,111,167,21,5,106,129,1135,2,0
592,441,74,61,14,11,95,123,166,22,9,97,109,439,2,0
830,464,82,98,20,17,140,155,216,21,0,93,106,362,2,0
838,411,81,33,12,9,85,75,0,20,5,80,112,107,1,0
613,400,86,32,11,10,80,51,94,16,0,80,124,163,4,0
726,466,84,69,17,15,125,74,0,22,3,74,138,220,2,0
748,454,80,34,12,8,110,83,198,17,15,94,145,147,5,0
589,354,75,80,28,19,135,175,188,21,9,107,148,340,3,0
554,314,75,108,22,17,155,103,60,23,4,111,152,289,2,0
968,626,80,39,17,10,110,104,29,14,4,91,139,155,1,0
586,393,78,189,26,18,165,196,331,18,5,122,170,785,2,0
502,320,73,65,25,15,145,87,319,21,6,98,154,717,3,0
819,496,69,99,29,21,165,87,0,19,5,113,167,440,1,0
854,545,88,120,11,10,70,128,66,17,9,95,111,141,2,0
702,417,80,39,16,14,90,91,133,19,0,76,123,442,1,0
726,446,82,113,16,15,110,68,127,20,5,74,148,220,1,0
597,367,79,86,9,9,105,98,156,17,4,85,121,101,1,0
979,641,91,67,5,5,55,104,29,16,3,86,80,61,5,0
709,461,81,51,3,5,45,90,0,13,5,102,72,1002,1,0
407,238,78,85,12,7,80,128,76,12,8,78,95,123,3,0
860,509,83,25,10,7,70,64,0,18,5,79,85,372,1,0
936,632,84,249,20,16,115,82,283,19,5,105,110,524,3,0
758,477,79,79,17,9,90,152,39,23,7,86,96,1043,3,0
744,465,76,162,17,13,105,129,150,17,2,103,136,363,2,0
1017,640,80,117,16,14,125,99,142,17,5,104,141,256,3,0
532,352,90,34,7,6,60,72,53,15,0,67,82,150,3,0
915,520,92,27,8,6,60,98,0,15,9,72,75,197,1,0
718,455,76,263,18,18,125,95,292,25,8,111,121,320,2,0
726,449,87,87,11,11,80,59,41,17,3,77,113,248,2,0
788,469,85,102,6,5,55,117,47,17,0,77,68,279,1,0
955,622,79,98,15,13,100,89,120,18,3,98,145,367,1,0
908,545,87,0,4,4,50,52,0,13,0,57,78,33,0,0
822,519,84,45,12,11,90,128,0,17,6,88,129,243,0,0
672,418,92,7,11,12,115,76,0,18,0,95,150,104,1,0
982,547,90,37,5,3,45,66,0,9,2,71,70,71,1,0
780,495,80,18,12,7,80,76,0,16,0,69,110,90,0,0
535,315,94,9,2,2,25,72,0,14,0,69,53,93,1,0
629,347,94,63,4,4,55,88,54,13,0,70,66,48,2,0
888,566,87,15,6,5,45,75,0,13,6,72,76,158,3,0
795,493,88,22,4,3,45,55,81,13,7,46,77,277,5,0
988,585,88,89,12,8,80,102,0,19,0,72,91,132,1,0
607,398,84,14,7,8,85,82,0,14,0,71,68,214,4,0
1095,750,83,23,6,5,65,67,55,16,3,67,73,91,4,0
775,497,80,136,19,19,125,90,34,19,0,81,138,491,2,0
698,439,83,114,16,16,125,135,205,18,10,89,157,373,1,0
699,464,76,105,23,21,140,131,40,22,5,111,152,458,1,0
811,526,82,35,8,8,70,87,0,18,9,84,119,321,3,0
626,365,78,33,15,6,90,123,0,19,21,82,130,240,1,0
753,438,84,98,15,12,95,93,0,19,2,89,105,957,2,0
653,423,84,37,12,10,80,103,0,16,6,79,95,398,2,0
717,434,82,33,4,2,50,73,92,14,11,67,69,70,1,0
839,525,86,63,9,6,65,77,0,19,0,75,90,83,1,0
910,486,93,22,4,3,65,124,0,17,5,65,65,110,1,0
556,344,82,0,7,5,70,102,0,13,4,69,61,180,3,0
616,387,86,7,4,3,45,39,0,13,0,55,63,49,3,0
1022,558,84,38,7,7,70,57,0,16,8,69,56,157,2,0
594,381,79,8,6,5,65,95,49,16,0,67,70,51,2,0
716,428,85,40,6,6,55,60,0,17,13,76,78,154,2,0
657,385,84,26,11,6,85,85,0,17,11,74,89,198,0,0
578,360,82,44,7,6,90,98,0,14,0,75,92,87,1,0
644,406,96,7,5,6,60,50,0,18,0,64,89,217,3,0
768,425,90,29,1,2,30,45,0,13,0,61,58,104,0,0
462,254,86,21,9,8,80,171,174,24,0,64,64,238,2,0
801,534,88,29,12,11,95,72,36,17,10,74,93,400,2,0
500,276,81,0,11,8,105,84,70,18,0,105,102,320,0,0
753,453,87,124,8,5,65,90,0,16,8,93,89,186,2,0
978,574,92,30,3,3,40,65,0,16,0,76,85,72,1,0
807,473,74,38,16,12,120,96,328,20,8,91,141,74,2,0
793,505,74,53,23,17,135,98,341,22,5,96,175,555,1,0
824,521,71,42,17,12,110,104,34,21,3,94,140,534,2,0
573,362,78,102,19,17,115,105,608,17,9,101,144,1222,2,0
883,532,76,34,12,11,90,93,34,18,5,92,79,397,1,0
839,500,86,67,15,13,110,107,106,20,7,102,128,668,1,0
866,571,84,111,22,18,135,134,442,23,4,94,172,554,2,0
752,447,89,28,5,6,60,69,49,18,0,71,95,120,0,0
718,445,82,61,11,12,95,96,39,17,4,77,152,84,0,0
751,420,87,56,13,11,95,83,86,19,4,81,128,160,1,0
740,410,87,12,11,7,85,104,140,18,7,84,96,122,1,0
1117,655,81,75,15,11,100,140,58,21,3,95,120,224,0,0
642,403,78,68,10,7,65,88,48,21,4,79,96,109,2,0
531,340,92,0,5,7,55,89,62,13,0,76,76,132,2,0
583,388,87,23,5,6,70,87,0,10,8,68,65,103,4,0
495,296,88,0,6,7,75,67,0,15,0,79,82,NA,0,0
504,311,91,28,6,7,75,89,0,17,0,94,73,159,4,0
940,559,89,53,10,9,85,99,70,19,6,79,89,245,2,0
856,529,80,61,21,16,130,94,254,19,9,87,136,584,1,0
690,416,87,21,11,10,80,65,45,15,5,77,94,275,0,0
795,500,85,58,13,12,100,93,147,21,6,89,85,566,3,0
602,331,91,32,7,7,70,149,0,19,0,81,49,150,1,0
958,565,90,42,10,7,85,65,65,16,3,75,78,84,0,0
749,410,91,37,4,4,55,52,0,19,0,56,40,160,0,0
524,290,89,35,2,3,45,67,0,15,7,62,44,NA,0,0
578,385,91,37,5,4,45,62,0,11,0,67,67,52,3,0
574,346,87,47,6,6,60,89,0,14,0,71,76,105,3,0
873,566,87,10,5,5,45,40,68,14,2,67,82,138,3,0
525,369,85,8,6,4,35,35,0,13,5,59,90,76,5,0
988,506,93,56,6,5,60,97,0,20,3,73,69,30,1,0
862,509,73,81,8,7,70,94,0,18,0,68,73,46,9,0
877,515,89,31,8,4,75,74,0,14,0,55,64,103,9,0
1034,610,83,28,6,6,65,58,0,15,3,58,64,116,3,0
611,361,82,0,7,5,55,75,0,16,0,73,66,66,10,0
546,319,90,37,4,6,65,90,131,17,0,61,57,165,11,0
784,487,87,22,2,4,50,54,85,14,5,61,53,102,3,0
873,567,82,162,9,6,90,114,29,15,5,96,94,92,2,0
689,421,83,195,14,14,130,131,95,23,11,123,120,436,3,0
799,516,87,115,2,4,55,79,0,15,5,88,74,NA,1,0
768,491,74,146,17,12,105,77,36,15,0,103,147,352,2,0
848,545,87,121,5,7,90,93,73,18,0,91,108,130,4,0
544,332,79,694,26,18,180,100,227,25,4,166,148,625,3,0
549,397,86,514,13,15,115,91,176,22,9,123,106,747,9,0
905,615,86,105,5,4,30,78,0,13,0,79,64,708,5,0
527,328,88,28,9,6,100,75,60,17,9,91,94,57,4,0
867,565,82,96,10,8,70,88,31,15,5,94,99,300,6,0
493,325,85,220,12,15,115,134,54,18,0,135,162,852,3,0
788,466,91,28,3,4,50,75,0,16,7,77,51,127,4,0
607,378,84,202,11,11,130,123,0,20,12,94,129,181,4,0
991,587,87,48,8,6,70,141,0,20,0,96,50,61,5,0
674,358,83,7,6,4,50,67,0,16,13,49,52,NA,6,0
743,441,87,79,4,5,40,67,0,13,7,76,56,81,4,0
790,452,92,19,8,5,55,61,45,13,0,65,76,89,4,0
867,552,91,35,6,5,55,81,0,13,0,89,48,115,5,0
745,441,87,110,7,5,70,67,0,14,0,81,81,148,4,0
677,440,78,72,4,3,45,66,0,12,0,77,78,103,10,0
790,429,88,61,6,5,50,73,0,14,8,65,53,76,4,0
823,507,87,68,7,5,85,88,0,13,5,85,94,328,3,0
744,387,83,88,8,8,70,61,0,11,0,67,56,202,3,0
964,567,94,26,7,4,45,92,0,12,7,64,50,93,10,0
627,400,95,27,6,3,50,83,49,15,0,59,67,64,3,0
942,577,91,105,8,6,65,97,90,15,6,75,60,117,2,0
812,478,91,154,14,17,110,122,43,23,10,95,89,456,3,0
739,486,88,80,7,6,50,144,0,15,7,88,81,217,5,0
585,350,90,95,12,8,75,78,0,17,0,71,82,86,3,0
728,429,85,88,9,8,70,109,0,19,5,93,77,96,4,0
713,419,90,59,3,4,45,52,0,13,0,62,46,42,7,0
593,341,82,98,7,8,65,87,0,13,0,57,60,118,9,0
684,407,88,92,10,10,80,82,46,16,14,63,102,190,2,0
445,280,93,88,11,8,85,125,74,17,10,65,118,135,2,0
332,196,63,14,4,5,50,101,0,13,0,50,59,NA,9,0
814,430,90,74,7,5,70,64,0,18,0,72,77,74,4,0
742,444,90,40,4,6,70,98,0,17,11,111,98,NA,3,0
707,412,84,279,13,12,130,153,0,22,6,140,121,142,3,0
798,494,88,122,11,9,85,113,42,19,7,112,126,125,2,0
707,408,81,13,10,6,75,86,0,15,5,71,77,127,6,0
735,390,92,34,10,12,80,78,0,16,5,65,80,68,6,0
975,614,89,28,11,9,85,104,0,11,3,91,102,113,7,0
493,301,94,44,10,7,75,50,0,12,0,69,94,81,9,0
812,467,87,94,9,7,75,114,43,16,4,96,76,148,2,0
704,393,77,262,25,24,165,121,0,20,7,145,188,611,4,0
731,409,77,164,21,17,125,104,46,19,5,95,154,123,2,0
557,368,71,243,24,21,180,148,174,23,5,130,141,1617,7,0
599,325,91,172,17,15,120,137,111,21,6,127,129,200,5,0
778,453,87,118,11,9,110,120,0,16,0,95,130,180,0,0
650,343,87,103,7,6,90,61,0,16,0,85,76,246,2,0
469,258,84,109,17,18,105,99,156,20,13,70,88,213,3,0
692,369,91,60,8,10,90,106,0,17,10,77,68,72,2,0
824,443,89,41,4,4,60,85,0,15,17,64,52,73,2,0
601,343,93,20,7,7,85,90,0,15,11,71,84,166,8,0
437,229,88,67,17,15,105,80,0,22,25,71,84,343,4,0
566,337,72,283,25,21,165,165,105,25,0,125,134,513,1,0
532,314,71,155,31,31,155,98,315,26,6,102,135,1166,2,0
575,327,76,109,21,18,130,79,123,26,0,103,162,365,1,0
568,323,85,27,17,14,115,132,0,21,0,95,153,176,1,0
414,235,83,74,15,18,125,70,0,21,12,76,133,218,0,0
549,314,80,154,23,19,115,101,66,21,5,98,108,620,4,0
626,335,89,109,9,11,75,87,68,15,6,101,78,64,7,0
